# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,20.080010705814562,33.51,0.0030326942887931177,329.7397972803771,0.0,0.0
 0.10415345767586552,0.021695885491676618,0.20830691535173101,1.9999999999999998,20.080010705814562,33.47759087243579,0.0030326942887931177,329.7397972803771,0.0,0.0
 0.1470350284643928,0.04323859919104959,0.5023769722805166,6.857725860347038,20.076254124274264,33.44518174487158,0.0030362509376734388,329.3535417616902,-0.08760363650901794,-2.042920417748685
 0.17976276349572456,0.0646293022792396,0.6535955839202348,4.620503419957097,20.07251968232372,33.41277261730738,0.00303880250348953,329.07699623508796,-0.11410633662769772,-0.8097932867431098
 0.20720660695761065,0.08586915593377148,0.7739387409066706,4.385069356395652,20.06880846778356,33.380363489743175,0.0030403067967362833,328.9141744094651,-0.13522940200830774,-0.7696832045389587
 0.23125669863654758,0.10695932132854997,0.8769266111883167,4.282223604654401,20.065121592038288,33.34795436217897,0.003040722517219116,328.86920603151486,-0.15329986240750895,-0.751367630545347
 0.2528843210183723,0.1279009596338464,0.9682820393098407,4.224016237600695,20.06146019027401,33.31554523461476,0.0030400044010114938,328.94689220425875,-0.16929284688075158,-0.7394703028790949
 0.2726675925153928,0.14869523201628063,1.0511038270675312,4.186455600640381,20.057825421700304,33.28313610705055,0.0030381100468376307,329.152000613309,-0.18372939856034154,-0.7297353060015488
 0.29098393395409805,0.16934329963880584,1.127303052938982,4.160177190758744,20.054218469765548,33.250726979486345,0.003034991919094647,329.4901688892486,-0.19692534924776894,-0.7204468606128039
 0.3080960269629399,0.18984632366069729,1.198159921834078,4.1407482333390755,20.050640542346898,33.218317851922144,0.003030604358641995,329.96718860659763,-0.20908765612714061,-0.7107433832370689
 0.3241955160374209,0.2102054652375394,1.2645830860007243,4.125793300604335,20.047092871955734,33.18590872435794,0.003024899493083406,330.5894963738641,-0.22035919119859007,-0.700117563936594
 0.3394273747955638,0.23042188552121642,1.327245781665972,4.113923104213955,20.04357671589972,33.15349959679373,0.0030178293116217654,331.3640026455324,-0.23084221773864497,-0.6882302880106977
 0.35390446850803103,0.25049674565990404,1.3866636866071909,4.104270243830082,20.040093356444192,33.12109046922952,0.0030093411317905975,332.29865150083094,-0.24061179161489352,-0.674829773867891
 0.3677167434303639,0.2704312067980643,1.4432424238767867,4.096264922884963,20.036644100971607,33.088681341665314,0.0029993877421856984,333.40137586589094,-0.24972392252389336,-0.6597125354250326
 0.38104297005274246,0.2902264300764403,1.4854334868607246,3.166017221490674,20.033230282100366,33.05627221410111,0.002987916090166665,334.68142003419524,-0.25617295637973,-0.4839354784051792
 0.39414773442315176,0.30988357663205424,1.5,1.1115433080328183,20.029853257800195,33.0238630865369,0.0029748728353079868,336.14882227275797,-0.2576943930251315,-0.1160979779870689
 0.4071612217339214,0.3294038075982087,1.5000000000000022,1.7062651971948593e-13,20.02651441149666,32.9914539589727,0.0029602044179237934,337.8145083309391,-0.2565681453249461,0.08654464966153286
 0.420084206071441,0.34878828410448803,1.4999999999999958,-4.982822368770161e-13,20.023215152138235,32.95904483140849,0.00294385583041028,339.69054790996057,-0.25530166037930757,0.09800251339479747
 0.43291746151962307,0.36803816727676114,1.4999999999999978,1.5572053812802173e-13,20.019956914266835,32.92663570384428,0.0029257705298448553,341.79030439992397,-0.25389020615680447,0.10998411339993022
 0.4456617621599107,0.3871546182371926,1.5,1.7423051385267673e-13,20.016741158040684,32.894226576280076,0.002905891719225115,344.12844545586165,-0.2523289678199803,0.12250482634478055
 0.4583178820712813,0.40613879810424847,1.4999999999999956,-3.508889082593793e-13,20.013569369260484,32.86181744871587,0.0028841624301063087,346.7211102819686,-0.25061304747528806,0.1355802850090435
 0.4708865953302551,0.42499186799270916,1.5,3.5332909638382617e-13,20.01044305936093,32.82940832115166,0.002860524155769869,349.5862805363601,-0.24873746700531602,0.14922613248678704
 0.48336867601090727,0.44371498901368733,1.4999999999999956,-3.557813967173142e-13,20.00736376537006,32.79699919358746,0.002834918249969537,352.74385778522736,-0.24669717090052845,0.1634580128896386
 0.49576489818487607,0.4623093222746405,1.4999999999999978,1.7912280193824657e-13,20.00433304986312,32.76459006602325,0.0028072813714604848,356.2165197141429,-0.2444870271287398,0.17829171991042564
 0.5080760359213797,0.4807760288793959,1.4999999999999933,-3.607215022323217e-13,20.001352500874848,32.732180938459045,0.002777556090083884,360.028733018241,-0.24210183104612742,0.1937429451008439
 0.52030286328723,0.4991162699281713,1.5000000000000044,9.080221642173757e-13,19.998423731778153,32.69977181089484,0.0027456770903587888,364.2088880412831,-0.23953630889366745,0.2098272982593633
 0.5324461543468516,0.5173312065176037,1.499999999999991,-1.1154077452252828e-12,19.995548381167197,32.66736268333063,0.002711581955914342,368.78841069835977,-0.23678511837037333,0.2265605353430297
 0.5445066831623018,0.5354219997407789,1.4999999999999953,3.682170298214131e-13,19.992728112659776,32.63495355576642,0.002675208274971897,373.80267149872844,-0.23384285636016502,0.24395796032087133
 0.5564852237932914,0.5533898106872632,1.5,3.892741901598777e-13,19.989964614712637,32.60254442820222,0.002636493782253073,379.2916208379708,-0.23070405922336384,0.26203502024953135
 0.5683825502972101,0.5712358004431413,1.4999999999999953,-3.9193147316666355e-13,19.987259600386214,32.570135300638015,0.002595368924428199,385.3016773791864,-0.22736320849327918,0.28080684588964394
