# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,88.10233820095918,-105.0,0.13919381838407482,7.184227084285591,0.0,0.0
 0.05898165896365241,0.008697090235261495,0.14745414740913101,2.5,88.10233820095918,-104.58,0.13919381838407482,7.184227084285591,0.0,0.0
 0.08335077938733036,0.017368381061188543,0.35583109587745704,8.550860467900153,88.17159652063206,-104.16,0.1393575168390328,7.17578802121644,2.842052502049925,116.62515727438729
 0.10200803445110673,0.026014097731445446,0.4633970345960926,5.765367860971045,88.24073119266744,-103.74,0.13950557776523817,7.168172169307905,3.7055114377254403,46.28006278115087
 0.11770210757434324,0.034634465318605666,0.5492753550636246,5.4720224503338954,88.30973580029483,-103.32,0.13963774820586164,7.161387324333997,4.396857787365825,44.05142911031704
 0.13149860639927347,0.04322970871237759,0.6230017849340408,5.343850697627199,88.37860387467623,-102.9,0.13975377653982013,7.155441697241501,4.991706610155289,43.11592602860764
 0.1439445068321157,0.051800052617852504,0.6886077830784735,5.271293828714198,88.44732889581937,-102.48,0.13985341273846066,7.150343923820409,5.521900284673042,42.5998647007233
 0.15536501736719935,0.060345721553775364,0.7482738104982865,5.224462359762273,88.5159042935478,-102.06,0.13993640863203552,7.146103074786721,6.0045825024874135,42.26450440473553
 0.16597221436233126,0.06886693985083907,0.8033430793238263,5.191689081555993,88.584323448439,-101.64,0.14000251786463844,7.142728682685914,6.450257775225431,42.01630958136791
 0.17591353745519847,0.07736393165000377,0.854714379543825,5.1674510263987905,88.65257969296269,-101.22,0.1400514958440387,7.140230769927654,6.865911497501901,41.81070451021711
 0.18529643374964636,0.08583692090084268,0.9030249280121112,5.148788492618517,88.7206663123784,-100.8,0.14008310066735172,7.138619828059415,7.256460828199438,41.623536959332775
 0.1942020920174795,0.09428613135991393,0.9487463144178154,5.133970452341278,88.78857654601293,-100.38,0.14009709260564052,7.137906871592984,7.625515328812564,41.4404516223281
 0.20269364725038774,0.10271178658916154,0.9922393481696696,5.121916134196596,88.85630358820627,-99.96,0.14009323422448186,7.138103460425685,7.9758113014280845,41.25227511421943
 0.21082135561118537,0.1111141099543447,1.033787507153934,5.111915578155285,88.92384058960874,-99.53999999999999,0.14007129117814326,7.139221689105412,8.30947647287953,41.052798235331814
 0.21862600451318512,0.11949332462349808,1.0736184003109241,5.103483021098423,88.99118065828941,-99.12,0.14003103168784356,7.141274244334604,8.62819961874276,40.837602032497095
 0.22614124220532836,0.12784965356542244,1.1119181167962828,5.096274802512087,89.05831686102827,-98.7,0.1399722270130134,7.144274413145036,8.933343892644558,40.603409552941926
 0.23339521807287225,0.13618331954820895,1.1488411506954992,5.090040906314463,89.12524222447847,-98.28,0.13989465194342024,7.148236091287075,9.226025102954873,40.3476956161164
 0.2404117677134761,0.14449454513779597,1.1845174644658742,5.084595078458631,89.19194973659808,-97.86,0.1397980842717313,7.153173845045393,9.507167416529393,40.068456431575235
 0.24721128833171085,0.15278355269656066,1.2190576401129638,5.079795707135703,89.25843234780459,-97.44,0.13968230528487044,7.159102922596983,9.777543879816864,39.764047859842236
 0.25381139799618685,0.16105056438194684,1.2525567158197408,5.07553319713463,89.32468297252228,-97.02,0.13954710063105535,7.16603924752168,10.037806655589163,39.433098691241504
 0.2602274406323275,0.16929580214512877,1.285097096571285,5.071721401639193,89.39069449037636,-96.6,0.13939225873321848,7.173999539772797,10.288509849083042,39.07442760459593
 0.26647287871730063,0.17751948772971293,1.3167507983740656,5.068291666991506,89.4564597478185,-96.17999999999999,0.1392175728899173,7.183001249351792,10.53012719802467,38.687013729745274
 0.27255960278110125,0.18572184267047917,1.3475812037460089,5.065188605361618,89.52197155936585,-95.75999999999999,0.13902284076382598,7.1930626255783,10.763065790505067,38.269944561105355
 0.278498178300801,0.19390308829216177,1.3776444527047564,5.062367037182622,89.58722270930366,-95.33999999999999,0.138807863287284,7.204202819045976,10.987677048368315,37.82241332423185
 0.28429804481091386,0.20206344570827095,1.4069905577792956,5.059789742293224,89.65220595299876,-94.91999999999999,0.13857244738645538,7.2164417881079,11.20426540538298,37.343679658318635
 0.2899676780746139,0.21020313581995728,1.435664307213824,5.057425780625508,89.7169140186473,-94.5,0.138316403252871,7.229800489908583,11.413095457664129,36.83307941947291
 0.2955147233658034,0.21832237931491832,1.4637060036010447,5.0552492210149795,89.78133960866775,-94.08,0.13803954748661673,7.244300768929661,11.614397690744935,36.289992692242585
 0.3009461059168908,0.22642139666635114,1.491152073206731,5.053238166807342,89.84547540146056,-93.66,0.137741700515453,7.259965546075219,11.80837331739145,35.71385827125735
 0.3062681231417648,0.23450040813194803,1.5180355726466355,5.051374000493,89.90931405293549,-93.24,0.13742268885527867,7.276818757731562,11.995198207283977,35.10414979856627
 0.3114865221822224,0.24255963375294026,1.5443866133099653,5.049640791942826,89.97284819828785,-92.82,0.13708234400489988,7.294885473830648,12.175026259928147,34.46038741958712
 0.31660656553722233,0.25059929335318865,1.5702327192986205,5.048024830378715,90.03607045357083,-92.39999999999999,0.1367205026416971,7.314191951302989,12.34799217495575,33.782119219497304
 0.32163308694120507,0.258619606538322,1.5955991311960782,5.046514250861188,90.0989734175612,-91.97999999999999,0.13633700820960792,7.334765615969619,12.514213893634071,33.068936809184635
